user_id,recommend_yes,recommend_not
76561198040866260,5,0
76561198040872056,1,0
76561198040872590,2,0
76561198040881217,2,0
76561198040889595,2,0
76561198040890825,2,0
76561198040898248,1,0
76561198040899282,6,0
76561198040900746,1,0
76561198040914212,6,1
76561198040918962,1,0
76561198040925596,1,0
76561198040946765,4,2
76561198040951559,1,0
76561198040960504,2,0
76561198040965712,1,0
76561198040968420,1,0
76561198040974056,4,0
76561198040991099,3,0
76561198040994679,0,2
76561198041010910,1,0
76561198041012252,1,0
76561198041076487,2,0
76561198041083599,1,0
76561198041083847,2,0
76561198041084011,1,0
76561198041085273,1,0
76561198041086959,1,0
76561198041095402,1,0
76561198041106810,1,0
76561198041122979,5,0
76561198041125681,3,0
76561198041127602,1,0
76561198041134831,1,0
76561198041149604,2,0
76561198041151638,2,0
76561198041156726,1,0
76561198041163483,1,0
76561198041168713,1,0
76561198041174745,1,0
76561198041193774,2,0
76561198041199233,7,3
76561198041201937,1,1
76561198041217847,4,0
76561198041236811,1,0
76561198041240133,0,1
76561198041240181,2,0
76561198041244743,1,0
76561198041273786,1,0
76561198041282985,1,0
76561198041283043,3,0
76561198041284313,3,1
76561198041308217,3,0
76561198041317838,2,1
76561198041340133,2,2
76561198041350926,1,0
76561198041352302,4,0
76561198041366429,1,0
76561198041444919,1,0
76561198041472663,2,0
76561198041480235,1,0
76561198041488013,1,0
76561198041513805,1,0
76561198041542294,1,0
76561198041546259,1,1
76561198041547166,2,0
76561198041551333,1,0
76561198041562431,1,1
76561198041579842,5,1
76561198041589240,1,1
76561198041600501,1,0
76561198041624506,2,0
76561198041628266,2,0
76561198041632122,1,1
76561198041642085,1,0
76561198041647183,1,0
76561198041679528,0,1
76561198041680881,1,0
76561198041681725,0,2
76561198041739032,3,0
76561198041746681,0,1
76561198041749839,1,0
76561198041772428,4,0
76561198041774278,1,0
76561198041778707,6,1
76561198041780071,1,1
76561198041784363,1,0
76561198041784529,2,0
76561198041815803,1,0
76561198041821265,1,0
76561198041840982,1,1
76561198041842088,1,0
76561198041845214,5,2
76561198041849606,1,0
76561198041857144,3,0
76561198041858423,6,0
76561198041859916,1,0
76561198041862806,1,0
76561198041865057,2,1
76561198041870879,2,0
76561198041874601,1,0
76561198041877981,1,1
76561198041882833,2,0
76561198041883863,1,0
76561198041889877,4,1
76561198041890490,2,0
76561198041890746,2,0
76561198041906216,6,0
76561198041952670,1,0
76561198041962282,4,0
76561198041963382,1,0
76561198041964530,1,0
76561198041966846,4,0
76561198041971225,1,1
76561198041992179,0,4
76561198041992677,1,2
76561198041993527,1,0
76561198042017482,9,0
76561198042021806,1,0
76561198042022468,1,0
76561198042063898,0,1
76561198042076905,1,0
76561198042083443,2,0
76561198042087397,1,0
76561198042091714,1,0
76561198042111289,1,0
76561198042112752,2,0
76561198042113307,1,0
76561198042121023,2,1
76561198042121637,1,0
76561198042136913,2,0
76561198042146054,1,0
76561198042151503,5,1
76561198042153608,3,0
76561198042156935,1,0
76561198042163355,5,2
76561198042164186,1,0
76561198042165187,1,0
76561198042170355,3,2
76561198042171301,2,0
76561198042192184,2,0
76561198042192960,3,0
76561198042193560,5,1
76561198042212007,2,0
76561198042216621,3,1
76561198042219417,1,0
76561198042220203,1,0
76561198042225412,3,1
76561198042236060,2,1
76561198042238430,1,0
76561198042243844,2,0
76561198042246940,2,0
76561198042250524,1,0
76561198042253256,4,0
76561198042255689,1,0
76561198042259281,2,0
76561198042266501,3,0
76561198042266969,2,1
76561198042267727,1,0
76561198042288226,1,0
76561198042294034,1,0
76561198042297860,5,1
76561198042305409,1,1
76561198042309011,2,0
76561198042346933,0,1
76561198042359407,1,0
76561198042371996,4,0
76561198042372638,1,0
76561198042397874,1,0
76561198042400108,1,0
76561198042409394,1,0
76561198042411838,10,0
76561198042424269,1,0
76561198042441420,2,0
76561198042450234,1,0
76561198042451234,2,0
76561198042452592,1,0
76561198042465147,4,1
76561198042469893,1,0
76561198042471841,5,0
76561198042472949,0,1
76561198042474153,1,0
76561198042491372,2,0
76561198042492496,1,2
76561198042503321,1,0
76561198042504196,3,0
76561198042517985,1,0
76561198042518125,2,0
76561198042520511,2,0
76561198042535860,1,0
76561198042536238,1,0
76561198042541826,1,0
76561198042581032,1,0
76561198042607823,1,0
76561198042607997,1,0
76561198042612057,0,2
76561198042638369,1,0
76561198042647341,1,0
76561198042649425,1,0
76561198042666584,9,0
76561198042669510,1,0
76561198042675136,0,1
76561198042684717,3,0
76561198042690669,2,1
76561198042691525,1,1
76561198042728201,2,0
76561198042739595,1,0
76561198042743118,0,1
76561198042750240,1,0
76561198042754142,1,0
76561198042756236,0,2
76561198042760534,1,0
76561198042772771,1,0
76561198042779835,1,0
76561198042790533,1,0
76561198042797758,1,0
76561198042823843,4,0
76561198042853300,3,0
76561198042855580,1,0
76561198042856696,1,0
76561198042867998,2,0
76561198042879129,5,0
76561198042884383,1,1
76561198042907638,0,1
76561198042918873,1,0
76561198042921883,6,0
76561198042925191,1,0
76561198042925623,3,0
76561198042926871,1,0
76561198042944630,1,0
76561198042950892,1,0
76561198042951100,0,1
76561198042951492,1,0
76561198042961691,2,0
7656119804296544,1,0
76561198042993298,1,0
76561198042997251,1,0
76561198042997704,1,0
76561198043004741,0,1
76561198043018658,5,0
76561198043026878,1,0
76561198043028094,1,0
76561198043042471,1,0
76561198043043907,2,0
76561198043052779,1,0
76561198043068128,3,0
76561198043070022,5,3
76561198043082457,2,0
76561198043095159,1,0
76561198043095549,1,0
76561198043096353,3,0
76561198043109268,1,0
76561198043112528,0,1
76561198043112708,4,0
76561198043116660,1,0
76561198043130826,8,2
76561198043139195,1,0
76561198043147411,1,0
76561198043153333,2,0
76561198043157461,1,0
76561198043173492,2,0
76561198043175946,1,0
76561198043177767,2,0
76561198043192599,1,0
76561198043195037,2,0
76561198043204153,1,0
76561198043209505,1,0
76561198043226578,1,0
76561198043226584,1,0
76561198043232952,1,0
76561198043248019,1,0
76561198043270290,1,0
76561198043275956,2,0
76561198043276490,1,0
76561198043276814,1,0
76561198043298753,3,2
76561198043305211,1,0
76561198043319694,2,0
76561198043339975,4,2
76561198043351079,1,0
76561198043370322,0,1
76561198043392285,2,0
76561198043393155,1,0
76561198043401883,3,1
76561198043408346,1,0
76561198043413238,0,1
76561198043415920,3,0
76561198043441689,6,0
76561198043449077,1,0
76561198043451293,1,0
76561198043452448,1,0
76561198043454585,0,5
76561198043456895,1,0
76561198043457790,1,2
76561198043458582,4,0
76561198043464234,1,0
76561198043469792,1,0
76561198043472122,0,1
76561198043474528,1,0
76561198043497735,1,0
76561198043499851,1,0
76561198043505113,2,0
76561198043509581,3,0
76561198043516885,7,0
76561198043524540,1,0
76561198043529964,1,0
76561198043532486,1,0
76561198043550061,1,2
76561198043559223,1,0
76561198043562907,3,1
76561198043580332,2,0
76561198043586020,1,0
76561198043587948,4,0
76561198043594420,2,0
76561198043608225,1,0
76561198043624811,1,0
76561198043626578,1,0
76561198043631496,1,0
76561198043633744,1,0
76561198043636856,5,0
76561198043639144,1,0
76561198043640604,2,0
76561198043642424,1,0
76561198043660131,7,0
76561198043664811,5,0
76561198043699745,2,0
76561198043707981,2,0
76561198043712583,3,1
76561198043713459,1,0
76561198043717627,2,0
76561198043733532,1,0
76561198043737314,1,0
76561198043753683,3,0
76561198043770221,1,0
76561198043775789,1,0
76561198043787711,1,0
76561198043795163,1,0
76561198043797303,4,2
76561198043797361,1,0
76561198043798473,1,0
76561198043802521,1,0
76561198043803212,2,1
76561198043816164,1,0
76561198043818962,1,0
76561198043880297,3,2
76561198043884249,1,0
76561198043892035,3,0
76561198043899269,1,0
76561198043904527,1,0
76561198043905413,1,0
76561198043907983,1,0
76561198043909489,1,0
76561198043914618,1,0
76561198043917204,1,0
76561198043917508,2,0
76561198043920464,6,0
76561198043922525,1,0
76561198043925310,1,0
76561198043927767,1,0
76561198043928101,1,0
76561198043929272,1,0
76561198043932615,1,0
76561198043936220,1,0
76561198043936680,1,0
76561198043943432,2,0
76561198043946150,2,0
76561198043946184,2,0
76561198043956328,1,0
76561198043958807,2,0
76561198043979877,2,0
76561198044012135,1,0
76561198044018636,6,0
76561198044020758,3,1
76561198044023118,12,6
76561198044026724,4,0
76561198044027491,1,0
76561198044027872,0,4
76561198044032335,2,0
76561198044034973,1,0
76561198044036045,0,1
76561198044037106,2,0
76561198044038344,1,0
76561198044042065,2,1
76561198044043409,1,0
76561198044052424,1,0
76561198044052496,1,0
76561198044058502,1,0
76561198044060397,3,0
76561198044092869,1,0
76561198044116529,1,0
76561198044120483,6,1
76561198044120729,2,0
76561198044127701,5,2
76561198044128297,1,0
76561198044128695,1,0
76561198044136381,1,0
76561198044143456,2,0
76561198044169764,2,2
76561198044195156,1,0
76561198044207497,1,0
76561198044212679,3,1
76561198044223034,2,0
76561198044224232,1,0
76561198044231314,1,0
76561198044236862,1,0
76561198044245052,1,0
76561198044272190,3,0
76561198044276877,1,0
76561198044278243,1,0
76561198044291330,1,0
76561198044291528,1,0
76561198044297571,1,0
76561198044298623,2,1
76561198044314028,1,0
76561198044321140,1,0
76561198044322071,1,0
76561198044344399,1,0
76561198044346263,7,0
76561198044348706,2,0
76561198044351737,1,0
76561198044352021,1,0
76561198044353999,2,0
76561198044367162,1,0
76561198044375508,1,0
76561198044382516,4,0
76561198044383480,1,0
76561198044383808,1,0
76561198044386834,1,0
76561198044402508,1,0
76561198044412023,4,0
76561198044416353,2,0
76561198044426967,0,1
76561198044443958,2,0
76561198044444299,1,0
76561198044448809,1,0
76561198044455212,2,1
76561198044456214,1,0
76561198044458526,7,0
76561198044458846,0,1
76561198044466796,1,0
76561198044471846,2,0
76561198044485625,1,0
76561198044489337,2,0
76561198044511328,1,0
76561198044521040,1,0
76561198044521862,2,0
76561198044557792,1,0
76561198044574089,2,0
76561198044575627,0,1
76561198044577103,1,0
76561198044578205,1,0
76561198044583838,1,0
76561198044585909,1,0
76561198044586193,1,0
76561198044588689,3,0
76561198044588815,1,0
76561198044592183,2,0
76561198044593988,1,0
76561198044594262,2,0
76561198044598568,2,0
76561198044602692,1,0
76561198044603144,1,0
76561198044605552,4,0
76561198044610496,1,0
76561198044618156,1,0
76561198044619788,1,0
76561198044621638,2,0
76561198044625090,3,1
76561198044634932,1,0
76561198044635603,0,1
76561198044651677,2,0
76561198044664331,1,0
76561198044666616,1,0
76561198044670048,1,0
76561198044675502,2,0
76561198044678148,2,0
76561198044688378,2,0
76561198044706489,1,0
76561198044711473,5,0
76561198044713685,0,1
76561198044715921,1,0
76561198044716809,4,1
76561198044717313,2,0
76561198044718459,1,0
76561198044722565,1,0
76561198044733430,1,0
76561198044736260,1,0
76561198044743278,1,0
76561198044745022,1,0
76561198044747100,1,0
76561198044752424,5,1
76561198044756744,1,1
76561198044783111,2,0
76561198044788018,4,1
76561198044800577,1,0
76561198044810588,1,0
76561198044815084,3,0
76561198044822914,1,0
76561198044831412,2,0
76561198044856249,4,0
76561198044865157,0,1
76561198044873127,1,0
76561198044882796,1,0
76561198044884778,1,0
76561198044885418,0,1
76561198044888778,1,0
76561198044890018,1,0
76561198044914131,1,0
76561198044920971,1,0
76561198044934299,1,0
76561198044944581,0,1
76561198044948113,0,1
76561198044957702,3,0
76561198044963744,1,0
76561198044965044,2,0
76561198044989220,1,0
76561198045002205,2,0
76561198045006942,2,0
76561198045009232,2,0
76561198045011358,0,1
76561198045020988,1,0
76561198045032714,2,0
76561198045061169,1,0
76561198045070923,4,0
76561198045071942,1,0
76561198045080203,2,0
76561198045086352,1,0
76561198045090814,2,1
76561198045123541,1,0
76561198045124591,0,1
76561198045126133,2,1
76561198045145306,5,3
76561198045148009,4,0
76561198045148546,0,1
76561198045155762,1,0
76561198045160098,1,0
76561198045161688,1,0
76561198045174513,1,0
76561198045174821,1,0
76561198045180163,3,0
76561198045183675,2,0
76561198045187637,4,0
76561198045200302,1,0
76561198045212236,1,0
76561198045214604,2,0
76561198045222792,7,0
76561198045230293,1,0
76561198045242807,1,0
76561198045250161,3,0
76561198045254790,1,0
76561198045264326,2,0
76561198045266632,1,0
76561198045272489,1,0
76561198045283919,1,2
76561198045293123,1,0
76561198045296161,1,0
76561198045299922,3,0
76561198045316180,4,0
76561198045319744,1,0
76561198045321868,1,0
76561198045323634,1,0
76561198045334803,2,0
76561198045344356,4,0
76561198045345375,8,0
76561198045345759,1,0
76561198045345917,0,1
76561198045348791,2,0
76561198045349941,1,0
76561198045351949,2,0
76561198045357241,1,0
76561198045362276,1,1
76561198045367986,1,0
76561198045373498,1,0
76561198045377236,2,0
76561198045385665,6,0
76561198045389453,0,1
76561198045391389,1,0
76561198045392198,1,0
76561198045400287,1,0
76561198045402323,1,1
76561198045421572,1,0
76561198045431856,8,2
76561198045436944,1,0
76561198045453273,2,1
76561198045455281,1,0
76561198045459907,1,2
76561198045467294,3,0
76561198045470177,0,1
76561198045470612,3,0
76561198045474388,1,0
76561198045476116,1,0
76561198045477018,1,1
76561198045479668,2,0
76561198045481360,1,0
76561198045484030,2,0
76561198045492271,1,0
76561198045501641,4,0
76561198045507259,1,0
76561198045516933,5,0
76561198045524996,0,1
76561198045536474,1,0
76561198045540232,3,0
76561198045542486,1,0
76561198045547769,1,0
76561198045565399,1,0
76561198045570132,1,1
76561198045577378,2,0
76561198045591656,2,0
76561198045604407,1,0
76561198045613225,3,0
76561198045615853,1,0
76561198045618285,1,0
76561198045621089,1,0
76561198045624072,2,0
76561198045627858,2,1
76561198045631910,1,0
76561198045632922,1,0
76561198045633274,2,0
76561198045635178,2,0
76561198045638432,3,0
76561198045638756,1,0
76561198045640612,2,0
76561198045657223,1,0
76561198045661299,1,0
76561198045664231,1,0
76561198045683118,1,0
76561198045698134,1,0
76561198045698228,1,0
76561198045702747,2,0
76561198045706351,2,0
76561198045708291,1,0
76561198045713243,0,1
76561198045722351,3,0
76561198045733368,4,0
76561198045741374,1,0
76561198045754869,1,0
76561198045755911,1,0
76561198045756199,1,0
76561198045759657,1,0
76561198045763207,1,0
76561198045767413,1,0
76561198045768753,1,0
76561198045771425,3,3
76561198045772144,1,0
76561198045786618,1,0
76561198045787416,2,0
76561198045791984,2,0
76561198045792460,0,1
76561198045797344,2,0
76561198045808913,5,0
76561198045816839,1,0
76561198045834194,1,0
76561198045837166,2,0
76561198045838636,2,1
76561198045848404,1,0
76561198045852299,2,0
76561198045865055,1,1
76561198045872243,1,0
76561198045875767,0,1
76561198045877315,1,0
76561198045884541,4,3
76561198045891077,1,0
76561198045895742,1,0
76561198045900106,4,0
76561198045903394,3,1
76561198045904236,1,0
76561198045926585,3,0
76561198045932885,2,0
76561198045935579,1,0
76561198045940593,1,1
76561198045946517,2,0
76561198045948210,1,0
76561198045953692,6,0
76561198045959168,1,0
76561198045971049,1,0
76561198045973971,1,0
76561198045983131,1,0
76561198045993916,1,0
76561198046000848,2,0
76561198046002444,6,0
76561198046020863,1,0
76561198046021047,1,0
76561198046022115,1,0
76561198046024745,1,0
76561198046042568,3,0
76561198046042632,1,0
76561198046042992,1,0
76561198046045570,1,0
76561198046045640,6,0
76561198046046184,1,0
76561198046049932,1,0
76561198046061239,1,0
76561198046066175,1,0
76561198046067001,1,0
76561198046075289,4,0
76561198046089580,1,0
76561198046093108,1,1
76561198046094676,5,0
76561198046095748,0,1
76561198046096030,1,0
76561198046109149,1,0
76561198046109277,5,1
76561198046114151,2,0
76561198046120865,1,0
76561198046128346,1,0
76561198046135457,2,0
76561198046138768,3,0
76561198046143052,0,1
76561198046145782,2,0
76561198046155575,2,0
76561198046168702,1,1
76561198046170033,1,0
76561198046190974,1,0
76561198046193884,3,0
76561198046211301,3,0
76561198046214713,1,0
76561198046274386,3,0
76561198046311245,1,0
76561198046314521,1,0
76561198046324554,2,0
76561198046339462,2,0
76561198046343688,1,0
76561198046353635,1,0
76561198046360205,2,0
76561198046360299,1,0
76561198046362843,2,0
76561198046366581,0,2
76561198046378596,2,0
76561198046387164,2,0
76561198046396625,1,0
76561198046412025,0,3
76561198046413183,1,0
76561198046418559,1,1
76561198046426932,1,0
76561198046427260,1,0
76561198046431048,1,0
76561198046431850,3,2
76561198046474248,6,2
76561198046476374,2,0
76561198046477340,1,0
76561198046508287,1,0
76561198046508397,2,0
76561198046510669,1,0
76561198046511389,2,0
76561198046521584,1,0
76561198046538902,1,0
76561198046540876,1,0
76561198046546837,4,0
76561198046562619,1,0
76561198046582634,3,2
76561198046584688,2,0
76561198046612873,2,0
76561198046614897,1,0
76561198046668535,0,1
76561198046669472,1,0
76561198046684086,4,0
76561198046685572,8,0
76561198046687070,2,0
76561198046696025,2,0
76561198046696947,1,0
76561198046710923,7,0
76561198046713163,0,1
76561198046718131,1,0
76561198046729008,1,0
76561198046730416,1,1
76561198046732318,5,0
76561198046733476,1,0
76561198046735880,1,0
76561198046740784,4,3
76561198046762243,1,0
76561198046767905,1,0
76561198046777861,2,0
76561198046804355,1,0
76561198046804443,1,0
76561198046806915,2,0
76561198046807777,2,0
76561198046813617,3,0
76561198046815037,1,0
76561198046818156,3,0
76561198046825758,2,0
76561198046833211,1,0
76561198046834503,1,0
76561198046856087,2,0
76561198046856125,1,0
76561198046856533,2,0
76561198046859385,0,1
76561198046862962,1,0
76561198046863149,1,0
76561198046865931,1,0
76561198046868249,1,1
76561198046879866,2,0
76561198046906455,2,1
76561198046907159,0,1
76561198046912445,3,1
76561198046912687,1,0
76561198046914151,1,0
76561198046914681,2,0
76561198046917409,1,0
76561198046928474,2,0
76561198046930744,2,0
76561198046954467,1,1
76561198046958203,7,1
76561198046970654,2,1
76561198046976160,2,0
76561198046980586,3,0
76561198046997957,1,0
76561198047016483,0,1
76561198047046178,1,0
76561198047051392,5,0
76561198047059566,2,1
76561198047115423,2,0
76561198047117090,1,0
76561198047135310,2,0
76561198047147962,1,0
76561198047179623,1,0
76561198047183855,1,0
76561198047185525,3,0
76561198047185717,1,1
76561198047204024,1,0
76561198047208452,3,0
76561198047208774,6,2
76561198047210840,14,0
76561198047217856,1,0
76561198047232247,2,0
76561198047232925,1,0
76561198047237949,5,0
76561198047241469,1,0
76561198047245194,1,1
76561198047247007,5,1
76561198047255227,1,0
76561198047260382,1,0
76561198047263762,1,0
76561198047272446,1,0
76561198047273546,2,1
76561198047299195,3,0
76561198047304525,1,0
76561198047306749,1,0
76561198047307338,2,0
76561198047308188,1,0
76561198047309532,1,0
76561198047312636,1,0
76561198047316723,1,0
76561198047316836,1,0
76561198047317224,1,0
76561198047321098,1,0
76561198047324655,1,0
76561198047354266,1,0
76561198047360521,0,1
76561198047363411,1,0
76561198047412991,0,1
76561198047418653,1,0
76561198047421467,1,0
76561198047472267,5,0
76561198047478302,1,0
76561198047483430,1,0
76561198047485108,2,0
76561198047486142,2,0
76561198047489572,3,0
76561198047491592,6,0
76561198047513395,4,1
76561198047515235,2,0
76561198047522949,1,0
76561198047525161,1,0
76561198047542758,2,0
76561198047563009,1,0
76561198047572827,1,1
76561198047586862,1,0
76561198047586948,1,0
76561198047593692,2,0
76561198047597986,1,0
76561198047600764,1,0
76561198047613547,1,0
76561198047625991,1,0
76561198047629421,1,0
76561198047630659,0,2
76561198047633346,6,0
76561198047638481,1,0
76561198047639654,2,0
76561198047646126,1,0
76561198047659670,4,0
76561198047666453,1,0
76561198047679159,7,1
76561198047683807,1,0
76561198047692497,4,0
76561198047693395,0,2
76561198047693993,3,0
76561198047694111,3,1
76561198047704110,1,2
76561198047711462,2,0
76561198047717614,1,0
76561198047720580,2,0
76561198047746970,1,1
76561198047747981,2,0
76561198047755411,1,0
76561198047756479,1,0
76561198047765065,1,0
76561198047772662,1,0
76561198047774264,1,0
76561198047775384,1,0
76561198047779266,1,0
76561198047814645,1,0
76561198047823134,1,0
76561198047823418,1,0
76561198047829440,1,0
76561198047856001,1,0
76561198047861593,1,0
76561198047866299,1,0
76561198047866465,1,1
76561198047875000,1,0
76561198047901097,1,0
76561198047907062,1,0
76561198047937193,1,0
76561198047937253,2,0
76561198047949269,1,0
76561198047950481,2,0
76561198047956258,3,0
76561198047968422,1,0
76561198047986243,0,1
76561198047991989,1,0
76561198048005353,2,0
76561198048016956,6,0
76561198048018550,1,0
76561198048022041,3,0
76561198048024738,2,0
76561198048026368,0,1
76561198048030308,1,0
76561198048055849,1,0
76561198048058129,1,0
76561198048062725,1,0
76561198048072743,2,0
76561198048080920,2,0
76561198048088658,4,0
76561198048088970,2,1
76561198048119581,1,0
76561198048121021,1,0
76561198048121243,3,0
76561198048121441,1,0
76561198048123785,1,0
76561198048130107,1,0
76561198048133739,7,0
76561198048134668,1,0
76561198048137488,3,0
76561198048139138,4,0
76561198048139650,1,0
76561198048184625,2,0
76561198048191274,1,0
76561198048191382,5,2
76561198048227297,5,1
76561198048230501,4,0
76561198048240622,5,0
76561198048246554,1,1
76561198048248287,2,0
76561198048253002,5,0
76561198048256508,1,0
76561198048259980,2,0
76561198048261122,2,0
76561198048292871,1,0
76561198048309884,1,0
76561198048311062,1,0
76561198048312212,1,0
76561198048315303,1,0
76561198048334813,3,0
76561198048346071,2,0
76561198048348337,9,1
76561198048350991,3,1
76561198048353577,3,0
76561198048357969,1,0
76561198048358239,0,1
76561198048363750,1,0
76561198048365774,0,1
76561198048370828,2,0
76561198048373117,1,0
76561198048376894,0,2
76561198048416962,1,0
76561198048417105,4,0
76561198048422769,1,0
76561198048424818,1,0
76561198048432706,2,1
76561198048435361,4,0
76561198048437384,1,1
76561198048459138,3,0
76561198048491595,1,0
76561198048492223,1,0
76561198048493133,2,0
76561198048495843,2,0
76561198048499169,2,1
76561198048503920,2,1
76561198048504173,1,0
76561198048506749,9,0
76561198048529546,1,0
76561198048578169,1,0
76561198048584625,1,0
76561198048588244,1,1
76561198048590320,3,0
76561198048591022,1,0
76561198048591384,2,0
76561198048599402,1,0
76561198048633975,2,1
76561198048638445,1,0
76561198048650648,1,0
76561198048691489,1,0
76561198048691905,1,0
76561198048693328,1,0
76561198048701431,4,0
76561198048703180,0,1
76561198048709944,12,0
76561198048712102,3,0
76561198048713880,1,0
76561198048746179,1,0
76561198048749210,1,0
76561198048754660,1,0
76561198048794398,1,0
76561198048808239,1,0
76561198048809840,1,0
76561198048813790,6,1
76561198048824676,1,0
76561198048827467,3,1
76561198048884166,1,0
76561198048909927,1,0
76561198048911821,1,0
76561198048912103,1,0
76561198048922022,2,0
76561198048922542,1,0
76561198048923072,1,0
76561198048927477,1,0
76561198048930835,1,0
76561198048939542,1,0
76561198048944049,1,2
76561198048945491,1,0
76561198048989256,1,0
76561198048992856,5,1
76561198048996327,1,0
76561198049012235,1,0
76561198049028241,1,0
76561198049041002,1,0
76561198049088443,1,0
76561198049093949,3,0
76561198049104801,3,0
76561198049124217,4,0
76561198049128211,1,0
76561198049128644,1,0
76561198049129193,2,0
76561198049130969,1,1
76561198049136422,2,0
76561198049141588,1,0
76561198049148992,1,0
76561198049192579,0,1
76561198049200793,1,0
76561198049209070,5,0
76561198049213233,4,0
76561198049230048,1,0
76561198049234870,1,0
76561198049268247,2,0
76561198049270433,1,0
76561198049272839,3,0
76561198049320489,1,0
76561198049320969,1,0
76561198049322372,2,0
76561198049323129,4,0
76561198049333966,2,0
76561198049338710,1,0
76561198049341924,1,0
76561198049343162,0,1
76561198049369458,9,0
76561198049373345,1,0
76561198049382758,4,0
76561198049392366,1,0
76561198049411627,1,0
76561198049415770,3,0
76561198049424642,1,1
76561198049427761,4,0
76561198049429171,0,2
76561198049432111,1,0
76561198049435011,2,0
76561198049440934,1,0
76561198049458838,1,0
76561198049499873,1,0
76561198049503316,2,0
76561198049506705,2,0
76561198049511816,1,0
76561198049521478,2,0
76561198049524520,3,0
76561198049556885,2,0
76561198049562601,1,0
76561198049578952,2,0
76561198049614185,7,2
76561198049616002,1,0
76561198049623068,2,2
76561198049623576,1,0
76561198049623994,2,0
76561198049642277,3,0
76561198049650989,3,0
76561198049652401,2,0
76561198049662892,1,1
76561198049665282,1,0
76561198049666047,1,0
76561198049669948,1,0
76561198049670992,1,0
76561198049676894,0,1
76561198049685127,2,2
76561198049698789,2,0
76561198049701451,1,0
76561198049706747,1,0
76561198049707644,1,0
76561198049707704,1,0
76561198049709492,1,0
76561198049711406,4,0
76561198049738821,1,0
76561198049750344,1,0
76561198049752064,2,0
76561198049754654,2,0
76561198049755802,1,1
76561198049760472,1,0
76561198049772592,1,0
76561198049796309,6,0
76561198049802579,1,0
76561198049805620,0,1
76561198049813970,1,0
76561198049856227,1,0
76561198049861640,1,0
76561198049864872,1,0
76561198049868108,1,0
76561198049901169,1,0
76561198049914517,1,0
76561198049916759,2,0
76561198049918506,1,0
76561198049920234,1,0
76561198049927042,4,3
76561198049927258,1,0
76561198049937609,6,1
76561198049946995,3,0
76561198049951543,1,0
76561198049951905,1,0
76561198049953557,3,0
76561198049955631,1,0
76561198049959027,1,0
76561198049966344,1,0
76561198049966785,1,1
76561198049968398,1,0
76561198050012972,1,0
76561198050026278,1,0
76561198050043257,2,0
76561198050045403,1,0
76561198050050362,1,0
76561198050051190,1,0
76561198050064136,1,0
76561198050090979,0,1
76561198050110674,1,0
76561198050116532,3,0
76561198050156029,1,0
76561198050158753,3,0
76561198050173375,1,0
76561198050173946,2,0
76561198050174957,1,0
76561198050175400,2,0
76561198050183548,1,0
76561198050183758,1,0
76561198050197186,1,0
76561198050231399,2,0
76561198050236419,3,1
76561198050236977,1,0
76561198050238243,1,0
76561198050242018,4,0
76561198050242155,3,0
76561198050243921,1,1
76561198050243948,1,0
76561198050251472,1,0
76561198050266990,1,0
76561198050271217,1,2
76561198050299860,1,0
76561198050300819,0,1
76561198050306523,1,0
76561198050315162,2,0
76561198050320958,1,0
76561198050347115,1,0
76561198050351207,1,0
76561198050354722,5,0
76561198050357396,1,0
76561198050358552,2,0
76561198050365270,1,0
76561198050375231,1,0
76561198050396303,7,0
76561198050401677,3,0
76561198050403073,1,0
76561198050407999,1,0
76561198050415040,1,0
76561198050441049,0,1
76561198050452751,1,2
76561198050459079,0,1
76561198050462352,6,1
76561198050462560,1,0
76561198050467482,1,0
76561198050494223,2,1
76561198050497367,1,0
76561198050498885,1,0
76561198050506383,2,2
76561198050509172,2,0
76561198050511575,1,0
76561198050513580,1,0
76561198050514366,2,1
76561198050540147,4,3
76561198050543795,1,0
76561198050546597,1,0
76561198050553497,1,0
76561198050557967,1,0
76561198050558419,2,1
76561198050560606,0,1
76561198050582418,2,0
76561198050590067,1,0
76561198050611118,1,0
76561198050613457,1,0
76561198050614447,0,1
76561198050619485,1,0
76561198050620146,1,1
76561198050624870,3,0
76561198050626210,2,0
76561198050667465,3,2
76561198050680344,0,2
76561198050680379,1,0
76561198050689528,0,1
76561198050691628,3,0
76561198050693364,1,0
76561198050721825,5,1
76561198050724983,1,0
76561198050727619,1,0
76561198050728013,1,0
76561198050731371,1,0
76561198050742630,1,0
76561198050757560,0,1
76561198050768603,0,1
76561198050768633,1,0
76561198050768793,2,0
76561198050768829,0,1
76561198050771257,1,0
76561198050776206,0,3
76561198050776986,2,0
76561198050778010,1,0
76561198050780542,1,0
76561198050786131,4,0
76561198050800057,6,0
76561198050812671,2,0
76561198050816127,0,1
76561198050822800,1,0
76561198050823592,1,0
76561198050854825,1,0
76561198050861063,4,0
76561198050864519,2,0
76561198050868578,2,0
76561198050874222,1,0
76561198050918349,1,0
76561198050936392,1,0
76561198050945208,3,0
76561198050946869,1,0
76561198050955540,1,0
76561198050962270,7,0
76561198051013415,1,0
76561198051017916,2,0
76561198051028248,5,0
76561198051064887,1,0
76561198051065449,0,1
76561198051082631,1,0
76561198051084367,1,0
76561198051086356,1,0
76561198051092954,0,2
76561198051096646,0,1
76561198051103556,1,0
76561198051139390,10,0
76561198051143828,1,0
76561198051147812,1,0
76561198051148175,1,0
76561198051157544,3,0
